Game Number,Deal Number,Player Number,Team Number,Play Style,Tricks Won,Games Won,Trump in Hand,Bowers in Hand,Suits in Hand,Aces in Hand,Trick 1 Play 1s,Average Rank,Craig Score,Ryan Score,Probability Score,Average Rank Pred,Ryan Pred,Probability Pred,Gradient Pred,Regression Pred,Card 1 Rank,Card 2 Rank,Card 3 Rank,Card 4 Rank,Card 5 Rank
554,9,4,2,STANDARD,0,0,0,0,3,0,0,19.6,0,0.057,0.03,0.765,0.285,0.15,0.098,0.0,11,19,22,22,24
554,10,1,1,STANDARD,2,1,2,0,3,0,0,13.8,0,0.315,0.2,1.087,1.575,1.0,1.315,1.0,3,7,16,21,22
554,10,2,2,STANDARD,1,0,2,0,3,1,0,10.8,0.75,0.434,0.305,1.389,2.17,1.525,1.315,2.0,5,6,8,11,24
554,10,3,1,STANDARD,1,1,0,0,3,1,1,14.2,0.75,0.156,0.12,1.056,0.78,0.6,0.591,0.0,10,11,14,17,19
554,10,4,2,STANDARD,1,0,1,0,4,1,0,11.6,0.75,0.285,0.226,1.293,1.425,1.13,0.591,1.0,4,8,13,14,19
554,11,1,1,STANDARD,2,1,2,1,3,0,0,10.4,1,0.469,0.33,1.442,2.345,1.65,1.736,2.0,1,5,11,13,22
554,11,2,2,STANDARD,0,0,0,0,2,1,0,15.4,1.75,0.139,0.117,0.974,0.695,0.585,0.591,0.0,8,14,17,19,19
554,11,3,1,STANDARD,2,1,1,0,3,0,0,13.8,0,0.265,0.135,1.087,1.325,0.675,0.098,0.0,4,11,14,16,24
554,11,4,2,STANDARD,1,0,1,1,4,1,1,14.4,1.75,0.243,0.24,1.042,1.215,1.2,1.506,1.0,2,10,17,21,22
555,1,1,1,STANDARD,1,0,1,0,3,1,0,11.8,0.75,0.346,0.243,1.271,1.73,1.215,0.591,1.0,3,10,11,13,22
555,1,2,2,STANDARD,1,1,2,1,3,0,1,12.0,1,0.383,0.285,1.25,1.915,1.425,1.736,1.0,1,7,16,17,19
555,1,3,1,STANDARD,1,0,2,1,3,0,0,13.6,1,0.348,0.238,1.103,1.74,1.19,1.736,1.0,2,6,17,19,24
555,1,4,2,STANDARD,2,1,1,0,3,2,0,10.8,0.75,0.415,0.322,1.389,2.075,1.61,1.153,2.0,5,8,8,11,22
555,2,1,1,STANDARD,1,0,1,0,3,0,0,12.6,0,0.27,0.134,1.19,1.35,0.67,0.098,0.0,4,11,14,17,17
555,2,2,2,STANDARD,1,1,1,1,3,2,0,10.4,1.75,0.438,0.367,1.442,2.19,1.835,1.506,2.0,2,8,10,11,21
555,2,3,1,STANDARD,1,0,1,0,3,0,1,15.8,0,0.207,0.106,0.949,1.035,0.53,0.098,0.0,6,13,14,22,24
555,2,4,2,STANDARD,2,1,3,1,3,1,0,8.0,3.0,0.614,0.469,1.875,3.07,2.345,3.343,3.0,1,5,7,8,19
555,3,1,1,STANDARD,2,0,1,0,4,0,0,14.2,0,0.195,0.129,1.056,0.975,0.645,0.098,0.0,4,11,16,19,21
555,3,2,2,STANDARD,1,1,1,0,4,2,0,12.6,0.75,0.275,0.271,1.19,1.375,1.355,1.153,1.0,6,8,10,17,22
555,3,3,1,STANDARD,0,0,0,0,3,1,0,15.2,0.75,0.16,0.13,0.987,0.8,0.65,0.591,0.0,8,13,14,19,22
555,3,4,2,STANDARD,2,1,1,0,4,0,1,14.2,0,0.197,0.124,1.056,0.985,0.62,0.098,0.0,5,11,14,17,24
555,4,1,1,STANDARD,2,0,2,0,3,2,1,9.4,0.75,0.445,0.353,1.596,2.225,1.765,1.877,2.0,5,7,8,10,17
555,4,2,2,STANDARD,0,1,0,0,3,0,0,19.6,0,0.024,0.011,0.765,0.12,0.055,0.098,0.0,16,17,19,22,24
555,4,3,1,STANDARD,2,0,3,1,3,0,0,8.4,2.25,0.617,0.484,1.786,3.085,2.42,2.849,3.0,2,3,4,11,22
555,4,4,2,STANDARD,1,1,1,1,4,1,0,11.0,1.75,0.36,0.33,1.364,1.8,1.65,1.506,1.0,1,8,13,14,19
555,5,1,1,STANDARD,2,0,1,1,4,1,0,11.8,1.75,0.283,0.257,1.271,1.415,1.285,1.506,1.0,2,10,13,17,17
555,5,2,2,STANDARD,2,1,2,1,3,0,1,14.8,1,0.371,0.284,1.014,1.855,1.42,1.736,1.0,1,6,21,22,24
555,5,3,1,STANDARD,0,0,1,0,3,0,0,11.0,0,0.317,0.152,1.364,1.585,0.76,0.098,0.0,5,11,11,14,14
555,5,4,2,STANDARD,1,1,1,0,4,2,0,11.0,0.75,0.34,0.311,1.364,1.7,1.555,1.153,1.0,4,8,8,16,19
555,6,1,1,STANDARD,1,0,1,1,3,1,0,10.6,1.75,0.431,0.339,1.415,2.155,1.695,1.506,2.0,1,8,11,14,19
555,6,2,2,STANDARD,2,1,2,1,3,0,0,13.2,1,0.363,0.246,1.136,1.815,1.23,1.736,1.0,2,5,16,21,22
555,6,3,1,STANDARD,1,0,3,0,3,1,1,7.8,2.0,0.546,0.375,1.923,2.73,1.875,2.427,2.0,4,6,7,8,14
555,6,4,2,STANDARD,1,1,1,0,3,0,0,14.6,0,0.279,0.161,1.027,1.395,0.805,0.098,1.0,3,11,13,22,24
555,7,1,1,STANDARD,1,0,0,0,3,2,0,14.0,0.75,0.224,0.215,1.071,1.12,1.075,1.153,1.0,8,10,11,19,22
555,7,2,2,STANDARD,0,1,1,0,3,1,0,14.0,0.75,0.269,0.19,1.071,1.345,0.95,0.591,1.0,7,8,14,19,22
555,7,3,1,STANDARD,3,0,3,1,2,0,0,7.0,3.25,0.729,0.43,2.143,3.645,2.15,2.849,3.0,1,3,6,11,14
555,7,4,2,STANDARD,1,1,2,0,3,0,1,13.2,0,0.329,0.201,1.136,1.645,1.005,1.315,1.0,4,5,16,17,24
555,8,1,1,STANDARD,2,0,3,1,2,0,1,9.6,3.25,0.616,0.385,1.562,3.08,1.925,2.849,2.0,2,3,7,17,19
555,8,2,2,STANDARD,1,1,1,0,4,0,0,12.4,0,0.24,0.149,1.21,1.2,0.745,0.098,0.0,6,11,11,13,21
555,8,3,1,STANDARD,1,0,1,0,3,1,0,13.6,0.75,0.282,0.199,1.103,1.41,0.995,0.591,1.0,5,8,16,17,22
555,8,4,2,STANDARD,1,1,2,1,3,2,0,7.4,1.75,0.591,0.491,2.027,2.955,2.455,2.23,4.0,1,4,8,10,14
555,9,1,1,STANDARD,1,0,2,1,3,0,0,12.2,1,0.442,0.333,1.23,2.21,1.665,1.736,2.0,2,3,11,21,24
555,9,2,2,STANDARD,0,1,0,0,2,1,1,14.8,1.75,0.175,0.137,1.014,0.875,0.685,0.591,0.0,8,11,16,17,22
555,9,3,1,STANDARD,0,0,1,0,3,1,0,13.0,0.75,0.291,0.202,1.154,1.455,1.01,0.591,1.0,5,8,14,19,19
555,9,4,2,STANDARD,4,1,3,1,3,1,0,8.6,3.0,0.607,0.461,1.744,3.035,2.305,3.343,3.0,1,4,6,10,22
555,10,1,1,STANDARD,1,0,2,0,3,0,0,10.8,0,0.386,0.229,1.389,1.93,1.145,1.315,1.0,3,5,13,14,19
555,10,2,2,STANDARD,2,1,1,0,4,0,0,13.2,0,0.232,0.14,1.136,1.16,0.7,0.098,0.0,6,11,11,14,24
555,10,3,1,STANDARD,1,0,1,1,4,0,1,14.0,1,0.232,0.211,1.071,1.16,1.055,0.519,1.0,1,16,17,17,19
555,10,4,2,STANDARD,1,1,2,1,3,2,0,8.8,1.75,0.567,0.458,1.705,2.835,2.29,2.23,3.0,2,4,8,8,22
556,1,1,1,STANDARD,3,0,3,1,2,0,0,9.8,3.25,0.665,0.463,1.531,3.325,2.315,2.849,3.0,2,3,4,16,24
556,1,2,2,STANDARD,1,1,2,0,3,0,1,13.4,0,0.295,0.179,1.119,1.475,0.895,1.315,1.0,6,7,13,19,22
556,1,3,1,STANDARD,1,0,1,1,3,1,0,11.8,1.75,0.412,0.333,1.271,2.06,1.665,1.506,2.0,1,8,11,17,22
556,1,4,2,STANDARD,0,1,1,0,4,1,0,10.8,0.75,0.28,0.21,1.389,1.4,1.05,0.591,0.0,5,10,11,14,14
556,2,1,1,STANDARD,1,0,1,0,3,0,0,11.0,0,0.317,0.152,1.364,1.585,0.76,0.098,0.0,5,11,11,14,14
556,2,2,2,STANDARD,3,1,1,1,4,1,0,12.8,1.75,0.303,0.276,1.172,1.515,1.38,1.506,1.0,2,8,13,19,22
556,2,3,1,STANDARD,1,0,2,0,4,0,1,12.8,0,0.284,0.205,1.172,1.42,1.025,1.315,1.0,3,6,16,17,22
556,2,4,2,STANDARD,0,1,0,0,3,1,0,17.8,0.75,0.112,0.112,0.843,0.56,0.56,0.591,0.0,8,17,19,21,24
556,3,1,1,STANDARD,2,0,3,0,3,0,0,11.0,1.25,0.499,0.353,1.364,2.495,1.765,2.427,2.0,3,4,5,21,22
556,3,2,2,STANDARD,0,1,1,0,3,0,0,14.2,0,0.244,0.126,1.056,1.22,0.63,0.098,0.0,6,11,13,17,24
556,3,3,1,STANDARD,0,0,0,0,3,0,0,15.4,0,0.102,0.041,0.974,0.51,0.205,0.098,0.0,11,14,16,17,19
556,3,4,2,STANDARD,3,1,1,1,4,2,1,12.0,1.75,0.37,0.39,1.25,1.85,1.95,1.506,2.0,1,8,10,19,22
556,4,1,1,STANDARD,5,0,3,1,3,1,1,6.6,3.0,0.65,0.497,2.273,3.25,2.485,3.343,3.0,1,6,7,8,11
556,4,2,2,STANDARD,0,1,1,0,4,1,0,13.0,0.75,0.272,0.23,1.154,1.36,1.15,0.591,1.0,3,10,11,17,24
556,4,3,1,STANDARD,0,0,1,0,4,1,0,13.8,0.75,0.25,0.21,1.087,1.25,1.05,0.591,1.0,4,8,14,21,22
556,4,4,2,STANDARD,0,1,1,1,3,0,0,14.8,1,0.253,0.165,1.014,1.265,0.825,0.519,1.0,2,14,17,19,22
556,5,1,1,STANDARD,0,0,0,0,3,0,0,16.8,0,0.111,0.052,0.893,0.555,0.26,0.098,0.0,11,13,14,22,24
556,5,2,2,STANDARD,0,1,2,0,3,0,1,13.2,0,0.324,0.2,1.136,1.62,1.0,1.315,1.0,4,5,16,19,22
556,5,3,1,STANDARD,4,0,3,2,3,1,0,7.4,3.0,0.652,0.562,2.027,3.26,2.81,3.343,3.0,1,2,7,10,17
556,5,4,2,STANDARD,1,1,1,0,4,1,0,12.6,0.75,0.263,0.214,1.19,1.315,1.07,0.591,0.0,6,8,11,17,21
556,6,1,1,STANDARD,1,0,2,1,3,2,0,8.0,1.75,0.563,0.495,1.875,2.815,2.475,2.23,3.0,2,3,8,10,17
556,6,2,2,STANDARD,4,1,2,1,2,0,0,12.6,2,0.502,0.302,1.19,2.51,1.51,1.736,2.0,1,4,17,19,22
556,6,3,1,STANDARD,0,0,1,0,4,1,1,13.8,0.75,0.227,0.2,1.087,1.135,1.0,0.591,0.0,7,8,13,19,22
556,6,4,2,STANDARD,0,1,1,0,3,0,0,13.4,0,0.252,0.125,1.119,1.26,0.625,0.098,0.0,5,11,14,16,21
556,7,1,1,STANDARD,2,0,2,0,3,1,0,9.2,0.75,0.453,0.318,1.63,2.265,1.59,1.315,2.0,4,5,8,13,16
556,7,2,2,STANDARD,1,1,2,1,3,0,0,13.6,1,0.379,0.284,1.103,1.895,1.42,1.736,1.0,1,6,17,22,22
556,7,3,1,STANDARD,1,0,1,1,3,0,0,11.4,1,0.352,0.212,1.316,1.76,1.06,0.519,1.0,2,11,11,14,19
556,7,4,2,STANDARD,1,1,1,0,3,1,1,12.2,0.75,0.329,0.233,1.23,1.645,1.165,0.591,1.0,3,8,14,17,19
556,8,1,1,STANDARD,0,0,2,0,4,0,1,11.0,0,0.344,0.236,1.364,1.72,1.18,1.315,1.0,4,5,11,13,22
556,8,2,2,STANDARD,0,1,0,0,3,1,0,18.4,0.75,0.079,0.09,0.815,0.395,0.45,0.591,0.0,10,17,19,22,24
556,8,3,1,STANDARD,3,0,3,2,3,0,0,8.2,2.25,0.675,0.609,1.829,3.375,3.045,2.849,3.0,1,2,3,14,21
556,8,4,2,STANDARD,2,1,0,0,2,2,0,13.2,1.75,0.236,0.22,1.136,1.18,1.1,1.153,1.0,8,8,14,17,19
556,9,1,1,STANDARD,0,0,0,0,3,0,0,17.6,0,0.087,0.038,0.852,0.435,0.19,0.098,0.0,11,14,17,22,24
556,9,2,2,STANDARD,3,1,2,1,3,1,1,9.6,1.75,0.504,0.37,1.562,2.52,1.85,2.23,2.0,2,5,8,11,22
556,9,3,1,STANDARD,1,0,2,0,3,1,0,10.8,0.75,0.386,0.273,1.389,1.93,1.365,1.315,1.0,6,7,8,14,19
556,9,4,2,STANDARD,1,1,1,0,4,0,0,14.8,0,0.17,0.119,1.014,0.85,0.595,0.098,0.0,4,13,17,19,21
556,10,1,1,STANDARD,2,0,3,1,3,0,0,8.0,2.25,0.601,0.419,1.875,3.005,2.095,2.849,3.0,2,3,5,11,19
556,10,2,2,STANDARD,2,1,2,0,2,0,0,12.8,1,0.419,0.195,1.172,2.095,0.975,1.315,1.0,4,7,13,16,24
556,10,3,1,STANDARD,1,0,1,0,3,1,1,13.4,0.75,0.283,0.195,1.119,1.415,0.975,0.591,1.0,6,8,14,17,22
556,10,4,2,STANDARD,0,1,0,0,3,1,0,15.6,0.75,0.133,0.114,0.962,0.665,0.57,0.591,0.0,10,11,17,19,21
556,11,1,1,STANDARD,1,0,2,0,3,0,0,11.2,0,0.368,0.217,1.339,1.84,1.085,1.315,1.0,5,6,11,13,21
556,11,2,2,STANDARD,2,1,0,0,3,2,0,13.0,0.75,0.232,0.217,1.154,1.16,1.085,1.153,1.0,8,10,11,17,19
556,11,3,1,STANDARD,0,0,1,0,4,0,0,17.6,0,0.107,0.084,0.852,0.535,0.42,0.098,0.0,7,16,19,22,24
556,11,4,2,STANDARD,2,1,2,0,3,1,1,8.6,0.75,0.492,0.352,1.744,2.46,1.76,1.315,2.0,3,4,8,14,14
556,12,1,1,STANDARD,1,0,1,1,3,1,1,12.8,1.75,0.371,0.312,1.172,1.855,1.56,1.506,1.0,1,8,16,17,22
556,12,2,2,STANDARD,2,1,3,0,3,0,0,11.2,1.25,0.486,0.317,1.339,2.43,1.585,2.427,2.0,3,4,6,19,24
556,12,3,1,STANDARD,0,0,0,0,3,0,0,16.2,0,0.111,0.051,0.926,0.555,0.255,0.098,0.0,11,13,14,21,22
556,12,4,2,STANDARD,2,1,2,1,2,0,0,11.2,2,0.481,0.258,1.339,2.405,1.29,1.736,1.0,2,7,11,17,19
556,13,1,1,STANDARD,0,0,1,0,2,0,0,14.6,1,0.312,0.111,1.027,1.56,0.555,0.098,0.0,7,11,14,19,22
556,13,2,2,STANDARD,0,1,1,0,4,0,1,13.2,0,0.22,0.143,1.136,1.1,0.715,0.098,0.0,4,11,13,17,21
556,13,3,1,STANDARD,1,0,0,0,2,2,0,15.6,1.75,0.191,0.197,0.962,0.955,0.985,1.153,1.0,8,10,14,22,24
556,13,4,2,STANDARD,4,1,3,2,3,1,0,6.4,3.0,0.718,0.595,2.344,3.59,2.975,3.343,4.0,1,2,5,8,16
557,1,1,1,STANDARD,0,1,1,0,3,1,0,11.8,0.75,0.339,0.234,1.271,1.695,1.17,0.591,1.0,3,10,11,14,21
557,1,2,2,STANDARD,3,0,3,2,2,0,1,9.4,3.25,0.705,0.49,1.596,3.525,2.45,2.849,3.0,1,2,5,17,22
557,1,3,1,STANDARD,2,1,1,0,4,1,0,11.8,0.75,0.256,0.207,1.271,1.28,1.035,0.591,0.0,7,8,13,14,17
557,1,4,2,STANDARD,0,0,1,0,3,1,0,15.2,0.75,0.263,0.191,0.987,1.315,0.955,0.591,1.0,6,8,16,22,24
557,2,1,1,STANDARD,1,1,1,0,3,1,0,16.0,0.75,0.262,0.195,0.938,1.31,0.975,0.591,1.0,5,8,21,22,24
557,2,2,2,STANDARD,1,0,2,0,3,0,0,8.6,0,0.475,0.292,1.744,2.375,1.46,1.315,1.0,3,4,11,11,14
557,2,3,1,STANDARD,2,1,2,1,2,0,1,13.0,2,0.472,0.285,1.154,2.36,1.425,1.736,2.0,1,6,17,19,22
557,2,4,2,STANDARD,1,0,2,1,2,0,0,11.8,2,0.452,0.24,1.271,2.26,1.2,1.736,1.0,2,7,14,17,19
557,3,1,1,STANDARD,1,1,2,1,3,0,0,10.4,1,0.466,0.338,1.442,2.33,1.69,1.736,2.0,2,3,11,14,22
557,3,2,2,STANDARD,2,0,2,1,3,0,0,12.2,1,0.416,0.304,1.23,2.08,1.52,1.736,2.0,1,4,16,19,21
557,3,3,1,STANDARD,1,1,2,0,2,0,0,12.6,1,0.411,0.189,1.19,2.055,0.945,1.315,1.0,6,7,11,17,22
557,3,4,2,STANDARD,1,0,1,0,4,1,1,12.8,0.75,0.268,0.216,1.172,1.34,1.08,0.591,1.0,5,8,13,14,24
557,4,1,1,STANDARD,3,1,1,1,3,2,1,9.2,1.75,0.474,0.411,1.63,2.37,2.055,1.506,2.0,1,8,10,13,14
557,4,2,2,STANDARD,1,0,2,1,4,0,0,14.8,1,0.279,0.233,1.014,1.395,1.165,1.736,1.0,2,7,19,22,24
557,4,3,1,STANDARD,1,1,3,0,3,1,0,7.8,2.0,0.574,0.407,1.923,2.87,2.035,2.427,3.0,3,5,6,8,17
557,4,4,2,STANDARD,0,0,0,0,2,0,0,16.2,1,0.094,0.04,0.926,0.47,0.2,0.098,0.0,11,14,16,19,21
557,5,1,1,STANDARD,0,1,1,1,3,0,0,11.0,1,0.357,0.213,1.364,1.785,1.065,0.519,1.0,2,11,11,14,17
557,5,2,2,STANDARD,2,0,2,1,3,0,1,13.4,1,0.424,0.32,1.119,2.12,1.6,1.736,2.0,1,3,19,22,22
557,5,3,1,STANDARD,2,1,2,0,3,1,0,9.4,0.75,0.44,0.301,1.596,2.2,1.505,1.315,2.0,4,6,8,13,16
557,5,4,2,STANDARD,1,0,1,0,4,1,0,14.4,0.75,0.203,0.186,1.042,1.015,0.93,0.591,0.0,7,8,17,19,21
557,6,1,1,STANDARD,2,1,2,0,3,1,0,9.8,0.75,0.421,0.288,1.531,2.105,1.44,1.315,1.0,4,7,8,14,16
557,6,2,2,STANDARD,2,0,2,1,3,1,0,12.0,1.75,0.44,0.366,1.25,2.2,1.83,2.23,2.0,1,6,10,19,24
557,6,3,1,STANDARD,1,1,2,0,4,1,1,10.2,0.75,0.409,0.325,1.471,2.045,1.625,1.315,2.0,3,5,8,13,22
557,6,4,2,STANDARD,0,0,1,1,3,0,0,13.4,1,0.299,0.188,1.119,1.495,0.94,0.519,1.0,2,11,14,19,21
557,7,1,1,STANDARD,2,1,1,1,4,1,0,13.6,1.75,0.315,0.311,1.103,1.575,1.555,1.506,1.0,1,8,16,19,24
557,7,2,2,STANDARD,0,0,1,0,3,0,0,15.2,0,0.237,0.126,0.987,1.185,0.63,0.098,0.0,4,11,17,22,22
557,7,3,1,STANDARD,2,1,2,1,3,2,0,7.2,1.75,0.57,0.452,2.083,2.85,2.26,2.23,3.0,2,5,8,10,11
557,7,4,2,STANDARD,1,0,1,0,3,0,1,14.0,0,0.254,0.144,1.071,1.27,0.72,0.098,0.0,3,13,14,19,21
557,8,1,1,STANDARD,1,1,2,0,3,1,1,10.4,0.75,0.392,0.274,1.442,1.96,1.37,1.315,1.0,6,7,8,14,17
557,8,2,2,STANDARD,2,0,2,2,3,0,0,10.0,1,0.515,0.43,1.5,2.575,2.15,1.736,2.0,1,2,11,17,19
557,8,3,1,STANDARD,1,1,0,0,3,2,0,14.4,0.75,0.203,0.206,1.042,1.015,1.03,1.153,0.0,8,10,13,19,22
557,8,4,2,STANDARD,1,0,1,0,3,0,0,16.4,0,0.229,0.126,0.915,1.145,0.63,0.098,0.0,4,11,21,22,24
557,9,1,1,STANDARD,2,1,2,0,3,2,0,10.6,0.75,0.426,0.348,1.415,2.13,1.74,1.877,2.0,6,7,8,10,22
557,9,2,2,STANDARD,0,0,0,0,2,0,1,16.8,1,0.091,0.039,0.893,0.455,0.195,0.098,0.0,11,14,16,21,22
557,9,3,1,STANDARD,3,1,2,1,3,1,0,8.8,1.75,0.54,0.418,1.705,2.7,2.09,2.23,2.0,1,5,8,11,19
557,9,4,2,STANDARD,0,0,1,0,4,0,0,14.4,0,0.19,0.124,1.042,0.95,0.62,0.098,0.0,4,13,14,17,24
557,10,1,1,STANDARD,1,1,2,1,3,0,0,12.4,1,0.378,0.249,1.21,1.89,1.245,1.736,1.0,2,5,14,19,22
557,10,2,2,STANDARD,1,0,0,0,3,1,0,15.8,0.75,0.137,0.115,0.949,0.685,0.575,0.591,0.0,10,11,17,17,24
557,10,3,1,STANDARD,3,1,2,0,4,2,1,7.2,0.75,0.525,0.459,2.083,2.625,2.295,1.877,2.0,3,4,8,8,13
557,10,4,2,STANDARD,0,0,2,0,4,0,0,11.8,0,0.288,0.194,1.271,1.44,0.97,1.315,1.0,6,7,11,14,21
558,1,1,1,STANDARD,2,0,2,1,3,1,0,11.0,1.75,0.486,0.394,1.364,2.43,1.97,2.23,2.0,1,5,8,19,22
558,1,2,2,STANDARD,2,1,2,0,3,2,1,8.2,0.75,0.494,0.38,1.829,2.47,1.9,1.877,2.0,4,6,8,10,13
558,1,3,1,STANDARD,0,0,0,0,3,0,0,17.0,0,0.07,0.023,0.882,0.35,0.115,0.098,0.0,14,14,16,17,24
558,1,4,2,STANDARD,1,1,2,1,3,0,0,10.6,1,0.433,0.281,1.415,2.165,1.405,1.736,1.0,2,7,11,11,22
558,2,1,1,STANDARD,0,0,1,0,4,2,0,10.8,0.75,0.358,0.331,1.389,1.79,1.655,1.153,1.0,3,8,8,16,19
558,2,2,2,STANDARD,4,1,3,2,3,1,0,5.6,3.0,0.746,0.605,2.679,3.73,3.025,3.343,4.0,1,2,4,10,11
558,2,3,1,STANDARD,0,0,1,0,3,0,1,15.6,0,0.177,0.089,0.962,0.885,0.445,0.098,0.0,7,14,17,19,21
558,2,4,2,STANDARD,1,1,1,0,3,0,0,13.6,0,0.256,0.132,1.103,1.28,0.66,0.098,0.0,5,11,13,17,22
558,3,1,1,STANDARD,1,0,1,0,4,2,0,9.2,0.75,0.378,0.326,1.63,1.89,1.63,1.153,1.0,4,8,10,11,13
558,3,2,2,STANDARD,2,1,2,1,3,1,0,11.0,1.75,0.45,0.342,1.364,2.25,1.71,2.23,2.0,2,7,8,14,24
558,3,3,1,STANDARD,1,0,2,1,3,0,0,10.6,1,0.448,0.317,1.415,2.24,1.585,1.736,2.0,1,5,11,17,19
558,3,4,2,STANDARD,1,1,2,0,4,0,1,12.2,0,0.287,0.205,1.23,1.435,1.025,1.315,1.0,3,6,16,17,19
558,4,1,1,STANDARD,3,0,3,2,2,0,1,7.8,3.25,0.712,0.497,1.923,3.56,2.485,2.849,3.0,1,2,7,13,16
558,4,2,2,STANDARD,0,1,1,0,4,1,0,13.4,0.75,0.297,0.25,1.119,1.485,1.25,0.591,1.0,3,8,11,21,24
558,4,3,1,STANDARD,0,0,2,0,3,0,0,13.0,0,0.323,0.186,1.154,1.615,0.93,1.315,1.0,4,6,14,19,22
558,4,4,2,STANDARD,2,1,1,0,4,2,0,12.4,0.75,0.286,0.278,1.21,1.43,1.39,1.153,1.0,5,8,10,17,22
558,5,1,1,STANDARD,2,0,2,0,3,1,0,10.0,0.75,0.414,0.288,1.5,2.07,1.44,1.315,1.0,5,6,8,14,17
558,5,2,2,STANDARD,1,1,1,0,3,1,1,12.8,0.75,0.305,0.222,1.172,1.525,1.11,0.591,1.0,3,10,13,16,22
558,5,3,1,STANDARD,0,0,0,0,3,1,0,16.2,0.75,0.157,0.134,0.926,0.785,0.67,0.591,0.0,8,11,19,21,22
558,5,4,2,STANDARD,2,1,3,2,3,0,0,7.6,2.25,0.639,0.504,1.974,3.195,2.52,2.849,3.0,1,2,7,11,17
558,6,1,1,STANDARD,2,0,2,1,3,0,0,11.8,1,0.475,0.344,1.271,2.375,1.72,1.736,2.0,1,3,11,22,22
558,6,2,2,STANDARD,1,1,2,0,3,1,0,10.2,0.75,0.416,0.296,1.471,2.08,1.48,1.315,2.0,5,6,8,13,19
558,6,3,1,STANDARD,1,0,2,0,3,0,1,14.2,0,0.295,0.179,1.056,1.475,0.895,1.315,1.0,4,7,17,19,24
558,6,4,2,STANDARD,1,1,1,1,3,1,0,12.6,1.75,0.321,0.248,1.19,1.605,1.24,1.506,1.0,2,10,14,16,21
558,7,1,1,STANDARD,3,0,3,1,2,0,0,9.0,3.25,0.645,0.384,1.667,3.225,1.92,2.849,3.0,2,4,5,13,21
558,7,2,2,STANDARD,0,1,0,0,3,0,0,15.8,0,0.135,0.061,0.949,0.675,0.305,0.098,0.0,11,11,14,19,24
558,7,3,1,STANDARD,2,0,1,0,3,1,0,15.6,0.75,0.244,0.184,0.962,1.22,0.92,0.591,1.0,7,8,19,22,22
558,7,4,2,STANDARD,0,1,1,0,4,1,1,13.2,0.75,0.196,0.173,1.136,0.98,0.865,0.591,0.0,6,10,16,17,17
558,8,1,1,STANDARD,0,0,0,0,2,0,1,18.2,1,0.065,0.032,0.824,0.325,0.16,0.098,0.0,11,17,19,22,22
558,8,2,2,STANDARD,2,1,1,1,3,1,0,11.6,1.75,0.362,0.297,1.293,1.81,1.485,1.506,1.0,1,10,14,16,17
558,8,3,1,STANDARD,0,0,2,0,4,0,0,9.8,0,0.341,0.223,1.531,1.705,1.115,1.315,1.0,5,6,11,13,14
558,8,4,2,STANDARD,3,1,3,1,3,1,0,8.8,3.0,0.615,0.487,1.705,3.075,2.435,3.343,3.0,2,3,7,8,24
558,9,1,1,STANDARD,0,0,0,0,3,1,0,17.8,0.75,0.092,0.094,0.843,0.46,0.47,0.591,0.0,10,14,21,22,22
558,9,2,2,STANDARD,0,1,1,0,3,0,1,13.4,0,0.239,0.117,1.119,1.195,0.585,0.098,0.0,6,11,14,17,19
558,9,3,1,STANDARD,2,0,2,1,3,0,0,13.0,1,0.399,0.294,1.154,1.995,1.47,1.736,1.0,1,5,16,19,24
558,9,4,2,STANDARD,3,1,2,0,3,1,0,8.6,0.75,0.505,0.366,1.744,2.525,1.83,1.315,2.0,3,4,8,11,17
559,1,1,1,STANDARD,0,0,1,0,4,0,0,15.4,0,0.182,0.126,0.974,0.91,0.63,0.098,0.0,4,11,19,21,22
559,1,2,2,STANDARD,2,1,1,1,3,2,1,11.6,1.75,0.408,0.348,1.293,2.04,1.74,1.506,2.0,2,8,10,14,24
559,1,3,1,STANDARD,1,0,2,1,3,0,0,12.0,1,0.39,0.287,1.25,1.95,1.435,1.736,1.0,1,6,17,17,19
559,1,4,2,STANDARD,2,1,1,0,3,1,0,12.0,0.75,0.339,0.225,1.25,1.695,1.125,0.591,1.0,5,8,11,14,22
559,2,1,1,STANDARD,1,0,1,1,3,2,0,13.2,1.75,0.384,0.342,1.136,1.92,1.71,1.506,2.0,2,8,10,22,24
559,2,2,2,STANDARD,1,1,1,0,4,1,0,11.0,0.75,0.281,0.215,1.364,1.405,1.075,0.591,1.0,6,8,13,14,14
559,2,3,1,STANDARD,1,0,2,1,3,0,1,11.4,1,0.457,0.325,1.316,2.285,1.625,1.736,2.0,1,4,11,19,22
559,2,4,2,STANDARD,2,1,2,0,3,0,0,11.0,0,0.372,0.224,1.364,1.86,1.12,1.315,1.0,3,7,11,17,17
559,3,1,1,STANDARD,1,0,2,0,3,1,0,11.0,0.75,0.405,0.286,1.364,2.025,1.43,1.315,2.0,5,6,8,14,22
559,3,2,2,STANDARD,2,1,3,1,3,0,0,9.6,2.25,0.572,0.461,1.562,2.86,2.305,2.849,3.0,2,3,4,17,22
559,3,3,1,STANDARD,0,0,0,0,3,0,0,17.8,0,0.072,0.034,0.843,0.36,0.17,0.098,0.0,11,16,19,19,24
